Math_Score,Science_Score,Biology_Score,Computer_Score,English_Score,Interest_Technology,Interest_Medicine,Interest_Business,Interest_Arts,Interest_Research,Logical_Thinking,Creativity,Communication_Skills,Problem_Solving,Risk_Taking,Leadership,Family_Preference,Financial_Stability_Required,Recommended_Career
50,50,95,46,42,4,3,9,2,3,2,1,7,10,1,4,1,2,General Studies
48,52,45,78,89,1,4,3,1,3,10,6,2,7,5,3,1,10,General Studies
73,85,74,56,82,0,7,1,7,3,0,8,5,2,10,5,0,9,General Studies
51,84,61,84,54,8,0,8,0,5,8,4,10,7,0,3,1,2,Software Engineer
74,40,40,50,60,1,5,1,7,0,4,5,5,4,6,8,1,8,General Studies
74,79,59,45,91,5,3,0,2,1,9,9,4,1,7,10,0,4,General Studies
40,83,61,62,76,0,4,7,8,5,0,10,2,8,9,9,1,6,Graphic Designer
79,58,87,66,95,0,10,9,10,10,10,2,8,3,7,6,1,4,Doctor
61,51,94,85,51,8,4,8,1,0,0,9,6,6,2,2,1,1,Software Engineer
99,47,50,45,43,3,1,0,9,8,0,4,3,7,6,9,1,10,General Studies
68,47,52,77,86,8,7,6,8,5,8,4,5,6,0,3,0,10,Software Engineer
47,92,98,41,48,10,1,1,5,6,7,2,4,10,10,0,0,7,General Studies
50,84,81,61,78,4,3,5,0,0,10,7,0,5,2,5,0,8,General Studies
80,51,42,59,81,6,4,10,4,7,5,5,1,6,5,1,0,10,General Studies
76,87,48,64,67,0,0,4,9,4,9,2,0,3,8,3,0,1,General Studies
53,72,99,54,62,5,5,0,8,4,5,0,8,9,4,4,1,1,General Studies
99,84,51,99,84,7,1,1,5,5,5,9,8,0,4,7,1,3,General Studies
69,65,62,88,79,0,4,1,6,6,3,0,4,4,8,2,1,7,General Studies
74,78,53,68,83,8,5,9,3,6,4,10,7,7,8,5,0,4,General Studies
60,67,72,47,61,2,10,9,0,4,9,9,9,9,5,0,0,4,Doctor
76,97,57,76,63,0,7,5,4,0,2,1,3,5,4,8,0,6,General Studies
44,44,88,88,90,0,8,10,1,10,2,9,0,4,9,0,1,3,Doctor
58,47,98,91,97,10,5,0,7,8,9,4,3,1,1,1,1,8,Software Engineer
98,64,80,72,65,5,4,10,3,5,6,6,6,9,10,0,1,3,General Studies
53,66,48,61,69,10,3,3,0,8,4,0,10,4,7,7,0,7,General Studies
65,85,62,89,72,5,1,9,9,10,7,0,1,9,7,3,0,2,General Studies
43,62,49,86,55,0,1,10,6,3,4,3,1,2,6,1,1,5,General Studies
64,69,58,44,61,2,6,4,10,1,3,9,5,1,7,6,1,0,Graphic Designer
84,84,86,78,88,6,4,1,1,2,2,5,8,2,2,7,1,6,General Studies
81,86,44,57,96,9,6,1,2,3,1,8,2,3,2,8,0,10,General Studies
64,62,86,77,89,2,10,6,8,9,2,0,6,1,1,4,0,6,Doctor
57,88,91,93,82,2,0,6,8,7,6,10,9,3,0,2,1,1,Graphic Designer
79,86,62,92,57,2,0,5,1,2,7,9,8,3,2,0,1,4,General Studies
47,59,69,76,46,6,4,0,2,7,4,4,10,5,2,7,0,3,General Studies
78,57,64,69,89,3,1,2,10,5,10,8,8,4,6,5,1,9,Graphic Designer
79,57,67,90,65,3,7,8,8,3,0,7,10,6,9,4,1,8,General Studies
53,41,73,70,47,2,2,9,0,6,2,6,3,10,8,6,0,1,General Studies
71,43,84,49,45,9,0,0,1,10,3,9,1,6,0,4,1,2,General Studies
90,69,95,54,69,10,1,1,10,4,9,1,0,2,7,10,1,0,General Studies
77,72,87,81,78,8,9,7,1,4,3,8,5,8,0,3,1,9,Doctor
72,75,86,98,62,1,9,6,9,8,0,7,4,6,2,4,0,4,Doctor
62,57,64,87,71,3,6,8,2,2,9,10,5,6,3,10,1,2,Business Manager
54,76,49,83,61,7,5,9,9,9,8,9,6,1,10,6,1,3,Graphic Designer
72,58,53,57,81,5,7,3,2,3,9,9,8,9,7,10,0,3,General Studies
64,86,81,62,82,6,6,3,9,4,3,8,9,2,0,5,1,5,Graphic Designer
56,67,96,72,96,6,9,6,1,0,1,8,9,2,1,9,1,9,Doctor
72,79,85,55,84,1,7,0,7,6,8,8,10,5,10,9,0,6,General Studies
86,59,97,93,48,3,2,9,7,7,3,2,5,3,4,10,1,6,Business Manager
94,88,69,77,70,9,5,8,7,5,3,6,5,3,5,8,1,10,Software Engineer
41,72,94,74,46,9,6,1,1,8,10,0,2,0,4,9,1,7,Software Engineer
53,51,80,73,48,5,9,0,8,2,5,8,7,5,2,1,0,2,Doctor
92,97,64,67,52,2,10,6,10,1,7,8,8,7,9,6,1,4,Graphic Designer
79,90,53,41,97,8,0,5,6,4,4,2,0,7,6,0,0,9,General Studies
79,54,74,69,42,3,0,2,4,8,7,4,5,7,0,7,0,5,General Studies
90,80,91,52,74,9,6,0,6,10,0,7,6,4,1,3,0,5,General Studies
78,78,87,80,72,1,10,4,7,0,3,5,10,9,10,7,0,7,Doctor
90,41,73,55,60,5,2,9,8,0,0,9,7,5,8,7,0,4,Business Manager
45,68,49,98,70,0,2,3,1,9,2,9,9,4,3,3,0,4,General Studies
45,80,74,44,91,5,4,4,5,2,10,8,10,3,7,3,0,0,General Studies
42,49,50,94,73,9,10,0,8,9,6,2,7,3,8,4,1,0,Software Engineer
46,41,50,67,71,0,5,0,5,2,0,6,6,3,6,6,1,5,General Studies
90,90,60,92,96,7,1,4,1,4,4,5,7,3,0,5,0,9,General Studies
47,50,60,78,74,4,2,5,0,3,0,4,10,5,4,0,1,9,General Studies
81,52,61,84,54,5,5,4,2,5,5,3,8,5,5,5,1,4,General Studies
91,49,84,59,95,1,2,1,10,7,8,4,9,4,10,2,1,10,General Studies
54,53,46,63,71,1,4,8,4,7,2,3,6,10,7,8,0,9,Business Manager
86,57,94,66,45,8,8,4,6,10,10,2,2,10,9,2,1,5,Doctor
68,90,56,69,84,2,2,10,9,3,10,6,8,8,7,8,0,8,Business Manager
72,93,41,97,60,5,10,10,9,0,5,5,0,7,8,4,0,7,General Studies
91,48,51,84,72,9,5,4,2,6,3,3,7,9,8,9,1,6,Software Engineer
69,96,96,66,71,4,10,9,8,5,5,8,5,5,3,7,0,6,Doctor
78,78,81,65,91,3,4,8,9,4,1,0,10,10,5,8,0,5,Business Manager
66,67,57,46,58,9,4,2,3,3,3,0,2,8,2,8,0,5,General Studies
75,42,93,81,72,1,10,4,9,5,6,8,8,4,0,6,1,0,Doctor
68,59,98,86,67,7,5,4,1,7,10,6,5,9,5,9,1,6,General Studies
77,45,50,92,70,9,5,1,2,5,5,1,6,3,0,0,1,4,Software Engineer
96,66,55,98,60,6,0,10,4,2,8,10,10,5,8,7,0,6,Business Manager
72,92,88,77,93,10,10,3,2,8,10,9,1,3,10,6,1,5,Doctor
76,41,90,44,73,1,8,10,4,2,6,4,0,7,5,3,1,7,Doctor
66,68,57,62,54,5,4,10,3,3,0,3,0,6,0,5,1,2,General Studies
94,77,74,67,53,7,0,1,10,4,5,0,2,4,10,9,0,7,General Studies
72,42,92,73,58,6,7,4,9,10,10,8,10,9,2,1,0,6,Graphic Designer
43,55,98,92,82,0,6,9,2,1,2,5,2,5,0,3,1,0,General Studies
61,69,65,54,54,4,6,1,5,10,7,10,7,10,1,7,0,2,General Studies
41,79,55,71,45,1,4,9,7,9,0,5,6,6,5,3,1,9,General Studies
49,41,45,65,91,5,0,8,3,10,9,3,9,1,6,9,1,3,Business Manager
44,56,96,87,48,6,8,9,8,9,1,1,7,8,0,3,0,8,Doctor
98,80,83,70,76,6,10,5,5,1,2,7,0,6,9,3,0,5,Doctor
49,51,82,58,59,2,8,7,4,5,2,7,3,7,4,9,0,6,Doctor
72,74,86,48,73,6,7,8,2,1,6,2,7,4,5,8,0,4,Business Manager
93,82,86,68,77,4,4,7,4,9,7,6,9,2,3,10,0,2,General Studies
77,40,87,93,65,7,2,4,4,0,8,6,1,1,5,1,0,4,General Studies
52,94,81,97,57,7,7,4,3,7,6,4,6,1,4,6,1,6,General Studies
70,84,51,90,67,6,0,5,5,9,7,4,7,2,10,2,1,8,General Studies
86,54,99,78,94,5,2,0,2,9,10,7,8,0,6,3,0,8,Research Scientist
75,65,52,43,90,1,10,10,9,0,5,3,6,0,3,0,0,7,General Studies
84,76,43,42,48,5,6,7,0,9,1,0,8,6,0,2,1,4,General Studies
63,60,78,95,71,10,3,1,6,5,0,0,1,9,1,1,1,6,Software Engineer
91,88,93,68,98,8,6,5,6,0,2,8,10,10,5,9,0,3,General Studies
95,70,41,91,92,1,10,8,3,7,8,3,0,7,9,6,0,9,General Studies
54,64,65,50,95,0,4,2,8,4,6,0,0,5,10,5,1,4,General Studies
68,62,98,72,98,10,5,1,1,2,1,1,10,6,1,0,1,3,Software Engineer
47,63,66,77,45,4,6,9,0,4,0,9,3,0,4,10,1,2,Business Manager
44,96,66,97,53,10,9,4,2,0,1,6,0,0,3,7,1,10,Software Engineer
68,77,54,50,67,5,6,10,6,0,2,1,6,8,6,8,1,0,Business Manager
86,67,47,66,97,2,6,8,8,3,5,0,7,4,3,0,0,4,General Studies
43,60,46,72,63,7,6,5,1,8,8,9,2,6,6,4,1,1,Research Scientist
51,93,86,60,52,6,10,7,5,8,7,8,0,5,10,6,0,5,Doctor
84,82,94,78,82,1,6,7,2,0,9,4,2,3,7,1,1,4,General Studies
41,57,85,70,51,6,2,6,4,2,8,3,1,0,6,5,0,10,General Studies
66,75,79,77,90,0,2,4,8,3,10,3,5,3,1,7,1,1,General Studies
70,74,99,85,58,8,6,1,2,1,10,10,10,9,10,7,0,7,Software Engineer
90,84,51,41,60,6,1,9,0,6,7,0,6,9,0,9,1,4,Business Manager
90,94,52,66,66,5,1,9,4,2,6,2,8,7,4,9,0,1,Business Manager
75,48,82,75,97,1,2,4,0,0,5,0,4,10,6,7,1,0,General Studies
75,92,56,50,58,2,3,6,7,0,7,4,3,0,0,5,0,1,General Studies
65,77,56,86,63,0,5,6,6,2,5,4,0,1,10,5,0,0,General Studies
82,97,95,57,65,9,7,10,10,5,1,8,10,7,7,10,0,9,Business Manager
66,69,75,98,84,4,9,1,1,3,8,7,5,1,2,2,0,9,Doctor
44,99,60,40,67,8,9,6,10,0,8,4,10,10,6,1,1,2,General Studies
59,83,47,74,85,5,6,5,8,6,2,4,7,9,2,4,1,2,General Studies
50,73,44,74,95,4,3,6,4,1,8,6,3,8,3,8,0,9,General Studies
49,71,65,70,57,2,1,10,6,4,1,1,0,2,7,3,1,0,General Studies
79,42,55,67,83,4,1,7,3,7,2,6,4,2,1,4,0,6,General Studies
77,42,75,78,75,7,3,3,0,6,5,0,9,5,5,5,1,9,General Studies
45,67,67,40,81,1,5,0,7,10,3,4,4,2,9,10,1,6,General Studies
47,83,93,64,68,4,2,7,0,7,7,5,1,8,8,5,0,8,General Studies
62,54,68,82,56,5,5,7,2,9,0,10,5,10,9,3,1,4,General Studies
86,80,86,77,43,9,4,2,5,10,5,9,9,7,8,3,0,3,Software Engineer
65,62,51,59,83,7,4,2,7,5,1,0,8,3,4,7,1,4,General Studies
85,79,76,42,84,7,1,4,7,6,5,8,5,5,2,4,1,7,General Studies
82,50,69,90,98,4,7,2,1,8,0,8,7,7,5,10,1,7,General Studies
51,87,62,41,68,8,4,4,8,5,1,0,9,3,8,4,0,3,General Studies
65,71,55,57,43,3,10,7,3,8,8,3,2,4,5,8,1,7,Research Scientist
52,97,53,83,49,8,1,0,3,1,5,7,9,6,3,3,0,3,Software Engineer
79,98,49,49,64,10,6,1,1,1,7,1,1,7,10,6,0,3,General Studies
57,96,46,44,70,6,8,1,0,1,6,10,3,6,4,4,1,10,General Studies
64,93,84,48,42,5,8,3,9,5,8,7,8,7,6,8,0,7,Doctor
72,75,91,41,86,3,0,8,6,1,8,9,8,3,9,7,1,1,Business Manager
86,99,99,73,41,1,6,1,10,2,10,8,2,0,2,7,0,3,Graphic Designer
79,72,76,99,96,7,8,10,9,7,3,8,0,5,8,9,1,0,Doctor
99,63,68,77,64,5,5,8,2,7,6,0,0,4,0,9,0,0,Business Manager
82,78,42,70,88,2,0,6,3,10,4,8,3,10,7,2,0,10,General Studies
51,73,54,49,45,6,1,9,10,3,6,3,3,3,4,8,0,7,Business Manager
83,95,75,89,65,9,3,7,8,8,3,7,10,1,9,7,0,3,Software Engineer
75,67,86,51,47,6,3,0,5,7,9,8,9,0,8,2,1,5,General Studies
87,76,85,75,74,5,1,4,0,0,10,2,5,8,1,9,1,4,General Studies
43,46,91,93,66,1,7,8,8,7,10,5,4,1,0,0,0,9,General Studies
44,43,58,60,64,7,1,3,8,0,0,2,5,8,9,4,0,5,General Studies
95,76,52,88,57,0,2,1,4,3,3,0,9,5,6,3,0,3,General Studies
76,95,81,86,93,0,3,5,7,9,9,9,6,5,9,7,0,3,Research Scientist
47,40,60,45,40,5,8,1,6,5,2,5,6,1,10,5,1,6,General Studies
81,40,76,87,87,4,9,2,10,6,8,4,9,5,8,9,1,0,Doctor
88,86,66,88,78,8,0,7,7,9,4,2,9,2,4,4,1,8,Software Engineer
67,59,94,42,42,6,7,2,8,3,3,3,8,6,10,8,0,9,General Studies
70,58,91,49,94,1,4,1,1,7,7,1,5,9,3,5,1,2,General Studies
97,68,68,44,43,6,6,5,9,7,4,9,7,3,3,10,1,3,Graphic Designer
48,49,59,85,80,2,7,2,4,8,2,9,1,8,7,10,0,8,General Studies
93,99,64,65,76,0,4,0,7,5,1,3,7,4,0,10,1,4,General Studies
90,57,45,60,90,10,7,2,2,3,7,3,8,9,0,10,0,3,General Studies
68,67,75,84,54,7,9,5,10,1,1,2,3,2,7,2,0,5,Doctor
53,74,41,65,47,2,10,2,10,6,7,5,4,0,1,5,0,0,General Studies
79,82,61,77,77,10,7,8,5,9,4,0,4,0,9,10,0,9,Software Engineer
80,86,71,83,89,7,8,6,5,2,7,8,1,3,5,3,0,0,Doctor
61,70,55,65,58,6,1,4,6,10,4,10,4,9,1,4,0,4,General Studies
50,66,57,47,95,1,2,1,10,2,0,9,8,9,4,5,0,4,Graphic Designer
62,50,44,44,86,0,0,8,2,2,10,2,3,3,2,8,1,10,Business Manager
40,88,93,54,65,6,3,4,7,3,10,2,9,8,6,2,1,8,General Studies
85,88,75,98,78,0,4,6,7,1,1,2,2,7,8,0,0,0,General Studies
76,77,69,55,49,5,10,8,8,4,5,6,6,3,1,1,1,2,General Studies
60,44,84,40,77,10,0,3,7,2,2,7,7,5,6,7,1,2,General Studies
65,47,58,55,53,9,7,8,2,9,7,1,9,6,7,3,1,3,General Studies
85,73,62,76,88,10,1,0,5,4,4,0,5,9,9,6,0,6,Software Engineer
75,87,73,42,80,9,0,5,8,6,2,4,5,7,7,1,1,6,General Studies
93,91,52,91,58,7,1,1,0,8,9,7,4,3,6,10,0,9,Research Scientist
62,95,82,86,69,6,4,7,2,1,6,2,10,0,3,9,0,4,General Studies
96,51,93,70,44,3,8,4,1,8,7,5,5,4,3,7,0,8,Doctor
40,77,68,52,94,0,8,2,7,9,3,2,8,0,9,9,0,6,General Studies
93,40,75,95,70,0,1,1,5,5,10,5,1,10,8,8,0,1,General Studies
94,70,61,55,46,3,1,7,9,5,8,3,9,10,9,6,0,2,General Studies
90,43,91,94,58,4,2,6,10,10,5,10,10,3,8,9,0,10,Graphic Designer
79,88,91,82,70,6,6,8,10,2,0,6,2,6,4,10,1,6,Business Manager
54,84,86,60,91,3,10,7,7,9,4,10,0,6,6,0,1,4,Doctor
60,89,75,41,97,9,2,10,1,8,4,9,3,0,6,1,0,6,General Studies
86,44,48,93,78,0,0,3,10,3,6,0,1,8,8,8,1,8,General Studies
48,69,78,66,63,10,5,1,5,4,6,0,5,1,6,9,1,8,General Studies
92,95,90,77,73,9,2,1,6,2,5,4,0,4,7,6,0,2,Software Engineer
48,63,58,65,96,6,0,1,7,4,7,8,7,5,6,10,1,7,General Studies
49,98,77,97,62,1,3,10,8,7,1,4,9,0,10,2,0,5,General Studies
91,42,45,98,87,10,0,5,4,7,6,3,5,1,3,4,1,3,Software Engineer
96,50,91,77,84,1,0,6,10,7,9,7,8,6,1,0,0,3,General Studies
92,84,86,85,79,7,1,5,2,5,6,4,5,5,2,9,0,3,General Studies
65,43,54,64,45,9,9,1,1,0,3,0,9,5,6,2,1,6,General Studies
80,65,96,50,77,9,7,3,7,10,9,6,6,5,10,10,0,5,Research Scientist
74,66,59,47,80,9,1,2,0,9,1,10,4,6,10,3,1,1,General Studies
91,85,48,47,75,4,10,10,9,5,3,3,7,9,8,3,0,4,General Studies
64,93,71,72,66,9,1,3,5,10,3,9,7,8,10,6,0,4,Software Engineer
65,82,43,92,50,1,10,4,1,9,5,4,9,8,1,4,1,5,General Studies
50,66,89,46,44,4,10,6,2,6,6,5,8,1,6,8,1,6,Doctor
77,81,57,77,96,7,9,8,7,8,2,6,5,1,3,6,1,10,General Studies
41,90,44,60,56,5,9,10,0,7,9,10,0,4,6,1,0,7,General Studies
46,89,59,47,91,2,7,1,5,10,0,1,8,9,4,10,1,9,General Studies
57,45,62,90,46,7,5,7,2,7,2,0,2,6,6,10,0,7,General Studies
66,98,50,93,66,8,10,2,5,6,8,2,8,2,5,7,1,10,Software Engineer
73,54,76,60,86,4,3,8,2,1,0,9,6,2,1,10,1,4,Business Manager
66,92,61,95,96,1,2,9,10,0,7,0,2,3,6,1,1,1,General Studies
56,69,97,59,54,1,0,3,10,1,1,3,8,2,4,6,1,9,General Studies
82,81,43,47,85,6,10,2,7,5,5,5,6,2,8,4,1,7,General Studies
98,76,68,97,52,0,2,9,4,1,2,4,6,7,10,9,0,5,Business Manager
83,97,83,85,50,9,8,5,3,9,6,10,6,6,0,5,0,2,Doctor
98,76,73,70,99,1,4,9,8,3,1,3,1,6,0,10,1,3,Business Manager
90,81,52,89,84,9,5,8,4,9,3,6,10,9,1,3,1,0,Software Engineer
93,99,81,96,65,3,4,6,3,2,9,10,3,1,7,4,1,2,General Studies
63,76,48,68,61,0,0,3,7,5,8,10,9,10,10,4,0,3,General Studies
64,74,81,87,67,3,9,2,7,7,5,5,7,8,8,6,0,1,Doctor
46,62,70,48,63,10,0,9,7,10,3,2,1,5,10,10,1,5,Business Manager
91,45,46,54,68,9,3,3,3,5,1,8,3,2,10,3,0,7,General Studies
45,43,43,69,48,4,2,2,0,1,9,4,9,8,6,4,0,5,General Studies
92,57,58,65,81,8,10,2,1,4,8,9,7,8,0,3,1,9,General Studies
63,99,81,49,43,0,7,8,3,10,3,0,2,5,6,3,0,2,General Studies
72,48,69,68,88,4,6,3,9,5,8,5,5,9,7,7,0,8,General Studies
88,88,70,93,85,1,10,8,1,8,1,4,1,5,6,10,0,3,Business Manager
68,68,74,55,95,8,6,9,10,5,6,9,7,7,4,4,0,5,Graphic Designer
82,52,96,75,57,5,7,4,9,9,10,7,7,7,6,8,1,3,Research Scientist
61,98,60,59,82,1,9,6,2,4,10,3,0,5,9,4,0,3,General Studies
65,86,70,84,55,2,6,4,8,0,4,0,2,6,10,7,0,10,General Studies
67,91,58,93,72,7,9,0,8,9,7,10,1,3,1,2,0,1,Graphic Designer
89,56,70,76,68,0,1,1,10,4,10,1,6,0,8,6,1,9,General Studies
60,84,92,61,78,2,3,10,8,4,7,7,6,3,1,0,1,1,General Studies
88,71,71,46,99,9,10,4,6,5,3,9,3,7,1,4,1,1,Doctor
46,87,41,62,49,0,5,5,3,6,3,7,7,7,4,1,1,1,General Studies
56,61,98,80,48,10,2,6,0,3,7,4,2,1,7,7,1,7,Software Engineer
59,43,91,79,98,10,2,1,2,6,2,5,8,6,5,5,1,9,Software Engineer
80,44,49,68,70,7,5,9,7,4,6,1,4,0,8,4,1,3,General Studies
88,76,41,55,67,0,0,8,3,5,7,10,1,1,5,2,0,3,General Studies
59,80,41,77,99,4,0,5,9,3,7,8,8,7,4,0,0,9,Graphic Designer
93,88,99,67,96,3,4,1,9,7,10,5,0,10,0,9,0,9,General Studies
61,52,63,87,42,6,0,1,1,8,9,8,10,9,7,9,0,10,Research Scientist
67,73,56,77,93,4,9,2,7,1,3,10,7,3,2,9,1,2,General Studies
79,84,71,70,94,7,7,0,6,10,8,9,5,2,1,10,0,4,Research Scientist
88,61,55,53,53,10,1,8,10,3,9,2,0,1,6,9,0,3,Business Manager
46,92,55,92,97,0,5,9,9,10,3,5,3,10,10,7,1,6,Business Manager
40,98,85,72,64,4,9,10,8,7,7,9,2,5,1,10,0,9,Doctor
71,62,78,96,54,3,9,3,1,7,5,4,6,3,0,4,1,6,Doctor
52,90,92,48,41,2,4,4,4,8,4,8,6,2,10,8,1,5,General Studies
69,42,70,96,63,4,9,6,5,2,3,9,5,2,1,10,0,6,General Studies
62,81,82,66,53,9,3,0,1,0,4,0,9,9,5,6,0,6,General Studies
90,73,63,63,87,2,0,2,1,8,10,8,9,2,1,0,1,7,Research Scientist
98,71,40,52,46,7,2,2,9,0,0,4,7,7,0,10,0,10,General Studies
95,84,50,65,75,2,3,1,3,2,6,0,6,8,0,0,1,0,General Studies
58,90,94,68,89,0,1,7,7,2,7,9,3,8,3,6,0,2,General Studies
71,97,60,90,63,8,1,4,10,8,8,7,6,4,7,10,0,2,Software Engineer
69,88,43,88,66,8,1,0,4,0,2,6,0,0,5,6,0,4,Software Engineer
68,60,46,82,76,5,10,1,8,6,8,5,2,9,3,8,1,9,General Studies
88,85,65,67,77,9,0,0,3,1,9,1,1,4,5,1,1,6,General Studies
84,83,86,67,69,0,9,5,2,6,4,4,6,0,5,6,0,9,Doctor
68,60,89,47,66,7,1,8,9,0,9,2,8,8,8,1,0,5,General Studies
69,83,51,62,78,1,5,10,7,9,5,1,4,9,3,9,1,3,Business Manager
55,50,70,68,54,8,2,6,0,9,0,9,8,7,5,9,1,5,General Studies
79,78,56,44,65,7,9,4,8,7,8,0,7,6,9,1,1,6,General Studies
58,43,72,81,40,2,4,2,3,9,8,8,0,1,0,4,1,3,Research Scientist
57,90,50,46,95,4,0,7,10,9,5,1,10,1,6,8,0,10,General Studies
40,40,67,81,43,8,7,9,8,1,7,10,1,3,6,8,1,7,Software Engineer
53,67,71,75,68,0,3,3,7,2,3,0,5,8,10,9,1,4,General Studies
90,63,40,80,96,8,8,8,2,7,4,6,4,8,0,0,1,2,Software Engineer
86,74,86,66,40,3,3,4,2,2,4,8,10,7,7,10,1,1,General Studies
89,52,67,97,82,3,1,5,8,0,6,5,6,10,4,6,0,0,General Studies
41,86,92,85,89,3,2,4,2,8,6,7,8,4,8,9,0,3,General Studies
93,73,81,41,85,9,4,9,3,7,6,10,3,6,7,9,0,1,Business Manager
67,50,46,64,61,8,9,10,8,3,4,6,7,8,2,2,1,2,General Studies
88,75,41,48,50,5,5,6,3,7,3,8,3,2,0,9,1,0,General Studies
89,90,81,92,49,10,6,6,10,4,7,6,2,3,2,9,0,5,Software Engineer
69,56,63,66,98,7,3,0,2,2,0,5,1,1,1,0,0,3,General Studies
77,74,43,40,56,3,6,1,6,0,0,0,7,8,1,1,1,4,General Studies
90,99,83,62,75,2,9,6,5,9,5,8,10,6,10,5,1,7,Doctor
43,57,58,49,95,0,2,7,0,4,1,9,7,5,3,9,0,10,General Studies
40,79,65,81,86,9,6,3,9,10,2,4,10,4,1,1,1,3,Software Engineer
47,61,50,91,65,6,3,5,7,5,3,1,2,6,7,1,0,5,General Studies
68,96,79,64,87,3,7,10,0,3,1,10,0,2,4,3,1,2,General Studies
94,63,89,93,60,7,8,9,3,6,9,7,5,4,0,2,0,7,Doctor
78,97,82,42,52,2,6,2,5,2,6,3,4,1,5,7,1,2,General Studies
42,58,50,45,48,0,7,6,5,6,9,2,7,4,6,7,1,6,General Studies
71,76,84,97,50,4,7,10,6,0,0,0,5,6,0,5,1,6,General Studies
49,78,42,45,50,1,1,2,10,6,2,4,3,10,2,3,0,2,General Studies
49,60,51,92,45,2,8,10,4,0,1,2,9,9,8,6,1,2,General Studies
58,47,42,41,40,5,5,6,4,10,8,3,9,10,6,8,1,9,Research Scientist
85,67,81,97,93,2,10,10,3,0,7,8,10,6,3,1,1,9,Doctor
73,44,66,97,45,2,3,10,5,1,2,10,1,8,5,5,0,10,General Studies
99,56,88,57,52,5,4,7,6,1,4,6,7,2,5,6,1,7,General Studies
72,76,93,62,61,4,9,2,9,3,2,10,4,7,2,0,0,10,Doctor
62,75,41,41,95,9,4,1,9,0,10,4,7,4,1,5,1,2,General Studies
94,93,88,51,70,8,6,5,0,3,10,7,4,6,4,7,0,1,General Studies
67,58,55,61,61,0,8,3,8,1,10,5,5,0,7,6,0,4,General Studies
71,66,41,76,76,2,6,7,7,3,5,9,9,0,2,1,1,10,General Studies
89,92,99,59,86,2,8,1,6,3,4,1,4,3,4,1,0,6,Doctor
46,73,93,78,66,10,3,3,8,8,10,6,10,4,2,3,1,7,Software Engineer
68,50,69,63,89,5,9,1,2,8,1,0,2,9,6,4,1,0,General Studies
47,93,59,87,91,7,9,1,9,0,9,2,9,2,5,4,1,1,General Studies
40,84,77,59,53,2,3,1,3,4,7,0,7,5,5,10,1,6,General Studies
96,86,67,40,86,2,5,0,6,6,5,0,2,2,0,1,0,8,General Studies
94,51,64,40,97,5,7,3,5,3,2,4,3,4,1,6,0,2,General Studies
42,93,71,56,44,7,8,1,1,4,0,5,5,10,5,7,0,7,Doctor
63,60,49,98,97,5,0,8,1,1,4,2,1,0,7,1,0,9,General Studies
62,93,99,40,75,9,0,8,9,2,10,2,6,2,4,3,0,2,General Studies
98,50,81,92,71,2,7,10,6,6,1,2,4,6,1,10,1,3,Business Manager
47,78,79,91,73,3,10,10,8,9,1,0,9,2,4,10,1,1,Doctor
93,67,72,84,46,0,6,6,10,6,8,4,4,4,8,2,0,8,General Studies
96,44,52,69,81,7,8,5,8,3,10,0,4,6,5,3,0,4,General Studies
86,56,95,80,87,3,10,2,6,0,9,9,1,1,4,4,1,4,Doctor
76,95,80,86,49,5,2,6,10,0,6,9,10,2,9,5,0,3,Graphic Designer
42,59,93,42,89,10,9,0,7,3,5,2,9,3,5,1,0,4,Doctor
90,80,81,85,56,2,4,8,9,3,0,5,8,4,10,9,0,0,Business Manager
72,85,86,94,69,10,2,3,2,5,9,10,2,8,8,5,0,9,Software Engineer
67,97,76,50,60,10,4,5,0,6,1,5,6,8,6,8,1,9,General Studies
86,51,93,63,99,5,9,5,6,8,10,2,4,3,9,10,1,5,Doctor
47,45,55,61,52,10,0,10,7,8,6,8,9,8,2,7,0,10,Business Manager
73,56,84,83,40,8,10,2,1,9,2,7,9,3,9,0,1,3,Doctor
74,90,61,84,40,8,3,3,8,4,1,10,4,1,9,8,0,3,Software Engineer
71,58,96,65,86,9,5,10,3,9,5,2,3,9,4,10,1,4,Business Manager
63,65,59,52,72,2,1,9,9,10,7,4,9,0,3,9,0,0,Business Manager
53,87,89,40,77,2,6,2,10,2,7,4,5,6,10,10,1,3,General Studies
71,83,82,63,64,3,7,5,8,2,10,4,6,3,4,1,1,9,General Studies
95,83,66,49,65,6,0,0,2,5,1,2,6,7,7,10,1,2,General Studies
85,91,80,74,52,2,3,7,7,0,5,4,10,7,10,0,0,4,General Studies
82,71,55,63,98,9,10,7,10,6,4,4,7,7,5,5,1,9,General Studies
55,45,73,67,67,7,3,8,1,2,6,3,4,5,3,0,1,4,General Studies
43,94,71,75,72,10,4,5,2,4,3,3,6,8,4,5,0,7,Software Engineer
91,97,65,55,76,7,3,0,0,6,1,1,3,3,10,1,0,0,General Studies
76,75,64,79,80,5,8,2,4,6,9,8,8,4,6,10,0,2,General Studies
93,77,41,55,69,3,6,0,3,8,2,6,4,3,7,6,0,4,General Studies
60,50,51,98,96,10,1,4,0,0,8,0,2,4,4,6,0,10,Software Engineer
53,72,79,56,88,10,0,2,9,2,9,4,4,1,1,3,1,2,General Studies
70,63,48,90,87,4,8,1,8,8,7,1,8,4,5,1,0,5,General Studies
